"WC","WPS","Sixltr","Dic","function.","pronoun","ppron","i","we","you","shehe","they","ipron","article","prep","auxverb","adverb","conj","negate","verb","adj","compare","interrog","number","quant","affect","posemo","negemo","anx","anger","sad","social","family","friend","female","male","cogproc","insight","cause","discrep","tentat","certain","differ","percept","see","hear","feel","bio","body","health","sexual","ingest","drives","affiliation","achieve","power","reward","risk","focuspast","focuspresent","focusfuture","relativ","motion","space","time","work","leisure","home","money","relig","death","informal","swear","netspeak","assent","nonflu","filler","AllPunc","Period","Comma","Colon","SemiC","QMark","Exclam","Dash","Quote","Apostro","Parenth","OtherP"
14,14,42.86,64.29,7.14,7.14,7.14,0,7.14,0,0,0,0,0,0,0,0,0,0,35.71,0,0,0,0,0,7.14,0,7.14,0,7.14,0,7.14,0,0,0,0,7.14,7.14,0,0,0,0,0,7.14,0,0,7.14,21.43,7.14,0,0,14.29,21.43,7.14,0,14.29,0,0,14.29,28.57,0,0,0,0,0,35.71,7.14,0,0,0,0,7.14,7.14,0,0,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0
15,15,26.67,40,20,6.67,0,0,0,0,0,0,0,0,13.33,0,0,13.33,0,6.67,13.33,13.33,0,0,0,0,0,0,0,0,0,13.33,0,13.33,0,6.67,13.33,0,0,13.33,13.33,0,0,0,0,0,0,0,0,0,0,0,6.67,6.67,0,0,0,0,0,6.67,6.67,6.67,6.67,0,0,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,20,40,55,30,20,15,0,0,15,0,0,0,0,0,0,15,0,0,15,5,0,0,0,0,5,0,5,5,5,0,20,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,5,0,0,0,5,5,0,0,0,5,0,5,15,0,0,0,0,0,0,0,0,5,0,0,10,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
8,8,37.5,62.5,25,12.5,0,0,0,0,0,0,0,0,12.5,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,12.5,12.5,12.5,0,37.5,12.5,0,25,0,0,0,0,0,0,12.5,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0
21,21,33.33,42.86,19.05,0,0,0,0,0,0,0,0,4.76,9.52,0,4.76,9.52,0,4.76,14.29,9.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.52,0,0,9.52,9.52,0,0,0,0,0,0,0,0,0,0,0,4.76,0,4.76,4.76,0,0,9.52,4.76,0,14.29,4.76,0,9.52,0,0,0,0,0,0,9.52,0,0,0,0,9.52,0,0,0,0,0,0,0,0,0,0,0,0
8,8,62.5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,12.5,0,0,0,0,12.5,12.5,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,12.5,0,12.5,0,0,0,0,0,0,12.5,0,0,12.5,0,0,0,25,0,12.5,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,10,60,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,10,10,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
27,27,40.74,40.74,11.11,3.7,0,0,0,0,0,0,0,0,7.41,0,0,0,0,11.11,3.7,0,0,0,0,3.7,3.7,0,0,0,0,7.41,3.7,0,0,0,3.7,3.7,0,0,0,0,0,7.41,3.7,0,0,0,0,0,0,0,11.11,7.41,0,3.7,0,0,7.41,7.41,0,14.81,3.7,3.7,7.41,7.41,3.7,3.7,0,0,0,7.41,0,3.7,0,0,7.41,0,0,0,0,0,0,0,0,0,0,0,0
16,16,43.75,56.25,37.5,18.75,0,0,0,0,0,0,6.25,6.25,6.25,6.25,6.25,0,0,18.75,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,6.25,6.25,0,0,0,0,0,0,0,0,0,0,0,0,6.25,0,0,6.25,0,0,0,18.75,12.5,18.75,18.75,6.25,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,18,66.67,33.33,5.56,0,0,0,0,0,0,0,0,0,5.56,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,5.56,0,0,0,0,5.56,5.56,0,0,0,5.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.56,11.11,0,16.67,11.11,5.56,0,5.56,0,0,5.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,16,25,50,37.5,12.5,12.5,0,6.25,0,0,0,6.25,6.25,6.25,6.25,0,0,6.25,18.75,6.25,6.25,0,6.25,6.25,0,0,0,0,0,0,6.25,0,0,0,0,12.5,6.25,0,0,6.25,0,0,6.25,6.25,0,0,6.25,0,6.25,0,0,6.25,6.25,0,0,0,0,6.25,6.25,0,6.25,6.25,6.25,0,0,0,0,0,0,0,6.25,0,0,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0
20,20,25,45,25,15,5,0,0,0,5,5,5,0,0,0,10,0,0,5,10,5,0,0,10,0,0,0,0,0,0,5,0,0,0,0,10,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,20,5,5,15,5,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
8,8,62.5,50,12.5,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,37.5,12.5,0,0,0,0,12.5,0,12.5,0,0,0,25,0,0,0,0,12.5,12.5,0,0,0,0,0,0,0,0,0,12.5,0,0,0,12.5,12.5,0,0,12.5,0,0,0,25,0,0,0,0,0,0,12.5,0,0,0,0,12.5,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,19,63.16,21.05,10.53,0,0,0,0,0,0,0,0,5.26,0,5.26,0,0,0,5.26,5.26,0,0,0,0,0,0,0,0,0,0,5.26,0,0,0,0,5.26,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.26,0,0,5.26,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,10,40,40,10,0,0,0,0,0,0,0,0,0,0,10,0,0,0,20,10,0,0,0,0,10,0,10,0,10,0,0,0,0,0,0,20,20,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,20,45,45,20,0,0,0,0,0,0,0,0,0,0,5,5,0,0,30,10,0,0,0,0,15,5,10,0,5,0,10,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,5,0,5,10,15,20,0,0,0,0,0,0,0,0,0,0,10,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
10,10,30,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,10,0,10,0,10,0,0,0,0,0,0,20,20,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,10,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,14,50,50,7.14,0,0,0,0,0,0,0,0,0,7.14,0,7.14,0,0,28.57,7.14,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.43,0,14.29,0,0,0,7.14,0,0,0,0,7.14,0,7.14,0,0,0,0,0,0,0,0,14.29,21.43,0,7.14,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,24,50,45.83,16.67,4.17,0,0,0,0,0,0,0,4.17,4.17,0,8.33,0,0,8.33,4.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.17,0,0,0,0,4.17,4.17,8.33,8.33,25,8.33,8.33,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,24,12.5,62.5,25,12.5,4.17,4.17,0,0,0,0,4.17,8.33,4.17,0,4.17,0,0,20.83,4.17,0,0,0,0,8.33,4.17,4.17,0,0,0,12.5,0,4.17,0,0,8.33,4.17,4.17,0,4.17,0,0,4.17,4.17,0,0,0,0,0,0,0,12.5,4.17,8.33,0,0,0,12.5,12.5,8.33,16.67,4.17,0,12.5,8.33,0,0,0,0,0,12.5,4.17,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,17,52.94,41.18,11.76,5.88,0,0,0,0,0,0,0,0,0,0,11.76,0,0,0,23.53,5.88,0,5.88,0,11.76,5.88,5.88,0,0,5.88,0,0,0,0,0,11.76,0,5.88,0,5.88,0,0,0,0,0,0,0,0,0,0,0,11.76,0,5.88,11.76,5.88,0,0,0,0,0,0,0,0,0,0,0,0,5.88,0,5.88,0,0,0,0,5.88,0,0,0,0,0,0,0,0,0,0,0,0
20,20,40,45,20,5,5,0,5,0,0,0,0,5,5,5,5,5,0,10,5,0,0,5,5,5,5,0,0,0,0,10,0,0,0,0,10,5,0,5,0,0,0,0,0,0,0,5,0,5,0,0,15,5,0,5,5,0,0,5,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,16,25,31.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,0,0,0,6.25,0,0,0,0,0,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,6.25,0,6.25,0,6.25,0,0,6.25,0,0,6.25,0,0,0,0,0,6.25,12.5,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0
13,13,15.38,46.15,15.38,7.69,0,0,0,0,0,0,0,7.69,0,0,0,0,0,15.38,7.69,0,0,0,0,7.69,7.69,0,0,0,0,0,0,0,0,0,7.69,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,15.38,7.69,7.69,7.69,0,0,0,0,0,0,0,0,15.38,0,7.69,0,7.69,15.38,0,0,0,0,0,0,0,0,0,0,0,0
12,12,50,33.33,8.33,0,0,0,0,0,0,0,0,0,8.33,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,8.33,0,0,0,0,16.67,0,8.33,0,0,0,8.33,8.33,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,16.67,8.33,0,0,0,0,0,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,26,57.69,34.62,15.38,3.85,0,0,0,0,0,0,3.85,0,7.69,0,3.85,3.85,3.85,7.69,3.85,3.85,0,3.85,7.69,0,0,0,0,0,0,3.85,0,0,0,0,7.69,0,0,3.85,3.85,3.85,0,3.85,3.85,0,0,3.85,3.85,0,0,0,3.85,0,3.85,3.85,0,0,7.69,7.69,0,3.85,3.85,0,0,3.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,16,43.75,25,12.5,0,0,0,0,0,0,0,0,0,0,6.25,6.25,0,0,18.75,12.5,0,0,0,0,6.25,6.25,0,0,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,0,6.25,0,6.25,0,6.25,0,0,6.25,0,0,6.25,6.25,0,0,12.5,0,0,6.25,0,0,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0
31,31,25.81,64.52,29.03,6.45,0,0,0,0,0,0,6.45,3.23,12.9,3.23,6.45,0,0,22.58,3.23,0,0,0,3.23,9.68,6.45,3.23,3.23,0,0,12.9,3.23,0,0,3.23,16.13,0,0,3.23,0,0,9.68,0,0,0,0,6.45,0,0,0,6.45,6.45,0,3.23,0,3.23,3.23,9.68,19.35,0,6.45,0,3.23,3.23,9.68,3.23,0,3.23,0,0,6.45,0,0,0,0,6.45,0,0,0,0,0,0,0,0,0,0,0,0
7,7,100,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,14.29,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,25,56,52,8,0,0,0,0,0,0,0,0,0,8,0,4,0,0,20,8,0,0,4,0,4,0,4,0,0,0,8,0,0,0,0,8,0,8,0,0,0,0,8,0,0,8,0,0,0,0,0,12,4,4,0,8,0,16,8,4,8,4,4,4,4,4,0,4,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,9,55.56,44.44,22.22,11.11,0,0,0,0,0,0,0,0,0,0,22.22,0,0,11.11,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,22.22,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.22,0,11.11,11.11,11.11,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,11,45.45,45.45,18.18,0,0,0,0,0,0,0,0,18.18,0,0,0,0,0,9.09,0,0,0,0,0,9.09,0,9.09,9.09,0,9.09,0,0,0,0,0,9.09,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,14,42.86,50,21.43,7.14,7.14,0,0,7.14,0,0,0,0,14.29,0,0,7.14,0,7.14,7.14,7.14,0,14.29,0,7.14,0,7.14,0,7.14,0,7.14,0,0,0,0,14.29,0,0,7.14,7.14,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14,0,7.14,7.14,0,0,0,0,0,0,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,7,57.14,57.14,14.29,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,28.57,14.29,0,0,0,0,14.29,0,14.29,14.29,14.29,0,28.57,0,0,0,0,14.29,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.57,0,14.29,0,0,14.29,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,24,37.5,50,25,8.33,0,0,0,0,0,0,0,0,4.17,0,12.5,0,0,12.5,4.17,0,0,0,4.17,8.33,0,8.33,8.33,8.33,0,12.5,0,0,0,0,8.33,0,0,0,0,4.17,4.17,4.17,0,4.17,0,0,0,0,0,0,4.17,4.17,0,0,0,0,0,12.5,8.33,16.67,8.33,4.17,4.17,0,0,0,8.33,0,0,4.17,0,0,0,0,4.17,0,0,0,0,0,0,0,0,0,0,0,0
24,24,54.17,29.17,16.67,12.5,0,0,0,0,0,0,12.5,4.17,0,0,0,0,12.5,8.33,0,0,0,0,0,4.17,4.17,0,0,0,0,4.17,0,0,0,0,12.5,0,0,0,0,12.5,0,4.17,0,4.17,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,0,0,0,0,0,0,0,4.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,8,37.5,37.5,25,0,0,0,0,0,0,0,0,12.5,12.5,0,0,12.5,0,12.5,12.5,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,12.5,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,12.5,0,12.5,0,0,12.5,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,10,40,40,20,0,0,0,0,0,0,0,0,0,0,0,20,0,0,10,10,10,0,0,10,10,0,10,10,0,0,0,0,0,0,0,20,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,24,37.5,58.33,29.17,12.5,8.33,0,0,0,0,0,12.5,4.17,4.17,4.17,8.33,0,0,12.5,12.5,0,0,4.17,0,0,0,0,0,0,0,0,0,0,0,0,4.17,4.17,0,0,0,0,0,0,0,0,0,8.33,0,4.17,4.17,0,4.17,0,0,0,4.17,0,0,8.33,0,4.17,0,0,4.17,8.33,0,0,8.33,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,8,87.5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,12.5,0,0,0,0,25,0,25,0,12.5,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,12.5,0,12.5,0,0,12.5,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,20,40,35,10,0,0,0,0,0,0,0,0,5,0,0,5,0,0,25,10,0,0,0,0,20,15,5,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,15,5,5,0,5,5,0,10,0,0,0,0,0,5,10,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
5,5,40,60,20,20,0,0,0,0,0,0,20,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,20,0,0,0,0,0,0,20,20,0,20,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,26,42.31,61.54,34.62,7.69,0,0,0,0,0,0,3.85,7.69,7.69,7.69,11.54,0,0,26.92,11.54,0,0,0,0,3.85,0,3.85,0,0,0,7.69,0,0,0,0,19.23,7.69,0,3.85,0,3.85,3.85,0,0,0,0,0,0,0,0,0,7.69,0,0,0,3.85,3.85,7.69,15.38,0,7.69,3.85,0,3.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,12,33.33,50,16.67,16.67,8.33,0,8.33,0,0,0,0,0,0,0,0,0,0,25,16.67,0,0,0,0,8.33,8.33,0,0,0,0,16.67,0,0,0,0,8.33,8.33,0,0,0,0,0,8.33,8.33,0,0,0,0,0,0,0,16.67,8.33,8.33,0,0,8.33,16.67,8.33,8.33,25,8.33,8.33,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,12,83.33,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,8.33,0,0,0,0,16.67,0,16.67,0,0,0,8.33,0,0,0,0,8.33,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,16.67,8.33,0,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,8,50,25,25,12.5,0,0,0,0,0,0,12.5,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,12.5,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,7,71.43,14.29,14.29,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,24,58.33,41.67,12.5,0,0,0,0,0,0,0,0,0,8.33,4.17,8.33,0,0,12.5,12.5,0,0,0,0,0,0,0,0,0,0,4.17,0,0,0,0,4.17,0,0,0,0,4.17,0,4.17,0,4.17,0,0,0,0,0,0,8.33,0,0,8.33,0,0,8.33,8.33,0,12.5,4.17,4.17,4.17,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,7,57.14,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,17,41.18,47.06,5.88,5.88,5.88,0,0,5.88,0,0,0,0,0,0,0,0,0,23.53,0,0,0,5.88,0,5.88,0,5.88,5.88,5.88,0,11.76,0,0,0,0,11.76,11.76,0,5.88,0,0,0,5.88,5.88,0,0,11.76,0,0,0,11.76,0,0,0,0,0,0,23.53,23.53,5.88,5.88,5.88,0,0,0,5.88,0,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,7,14.29,57.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.86,0,0,0,0,0,14.29,0,14.29,0,14.29,0,0,0,0,0,0,14.29,14.29,0,0,0,0,0,0,0,0,0,28.57,14.29,0,0,14.29,0,0,0,0,0,0,28.57,42.86,0,14.29,14.29,0,0,0,0,0,0,0,0,14.29,14.29,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0
14,14,21.43,42.86,7.14,0,0,0,0,0,0,0,0,0,0,0,0,7.14,0,21.43,7.14,0,0,0,0,7.14,7.14,0,0,0,0,7.14,0,0,0,0,7.14,7.14,0,0,0,0,0,7.14,0,7.14,0,7.14,0,0,0,7.14,0,0,0,0,0,0,14.29,14.29,7.14,7.14,7.14,0,0,0,7.14,0,0,0,0,7.14,0,7.14,7.14,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0
14,14,71.43,21.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14,0,0,0,0,7.14,0,0,0,7.14,0,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,18,33.33,33.33,16.67,5.56,5.56,0,0,5.56,0,0,0,0,0,5.56,5.56,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,5.56,0,0,0,0,16.67,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.56,16.67,0,11.11,5.56,5.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,4,25,25,25,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,17,41.18,41.18,11.76,0,0,0,0,0,0,0,0,5.88,5.88,0,0,0,0,0,0,0,0,5.88,0,5.88,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.88,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.76,0,11.76,0,0,5.88,0,0,0,0,5.88,0,0,0,0,5.88,0,0,0,0,0,0,0,0,0,0,0,0
19,19,63.16,36.84,15.79,10.53,0,0,0,0,0,0,5.26,0,5.26,0,0,5.26,5.26,5.26,5.26,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.79,0,0,5.26,10.53,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.26,5.26,5.26,5.26,5.26,0,0,0,0,0,10.53,0,0,5.26,0,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,0
14,14,57.14,64.29,14.29,7.14,0,0,0,0,0,0,0,0,0,0,7.14,0,0,21.43,7.14,0,0,0,0,7.14,7.14,0,0,0,0,0,0,0,0,0,7.14,7.14,7.14,0,0,0,0,7.14,7.14,0,0,7.14,0,7.14,0,0,0,0,0,0,0,0,7.14,21.43,7.14,42.86,14.29,0,28.57,0,7.14,0,0,0,0,7.14,0,0,0,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0
5,5,80,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0
10,10,50,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,20,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,21,38.1,28.57,9.52,4.76,0,0,0,0,0,0,4.76,4.76,0,0,0,0,0,4.76,0,0,0,0,0,4.76,0,4.76,0,0,0,0,0,0,0,0,4.76,4.76,0,4.76,0,0,0,0,0,0,0,0,0,0,0,0,9.52,0,0,4.76,4.76,0,4.76,4.76,0,4.76,4.76,0,0,0,0,0,4.76,0,4.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,21,33.33,61.9,33.33,9.52,9.52,0,4.76,0,0,0,4.76,4.76,9.52,0,9.52,4.76,0,19.05,23.81,9.52,0,4.76,9.52,9.52,4.76,4.76,0,0,0,9.52,0,0,0,0,28.57,14.29,0,4.76,14.29,0,0,9.52,9.52,0,0,0,0,0,0,0,4.76,4.76,0,0,0,0,14.29,4.76,0,9.52,0,9.52,0,0,0,0,0,4.76,0,4.76,4.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,21,47.62,38.1,4.76,4.76,0,0,0,0,0,0,4.76,0,0,0,0,0,0,23.81,9.52,0,0,0,4.76,0,0,0,0,0,0,9.52,4.76,0,4.76,0,14.29,9.52,0,0,0,4.76,0,0,0,0,0,4.76,4.76,0,0,0,0,0,0,0,0,0,9.52,19.05,4.76,9.52,4.76,4.76,0,0,0,0,0,0,4.76,4.76,0,4.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,9,44.44,33.33,22.22,0,0,0,0,0,0,0,0,22.22,0,0,0,0,0,0,0,0,0,0,0,11.11,0,11.11,11.11,11.11,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,11,27.27,63.64,27.27,0,0,0,0,0,0,0,0,9.09,0,0,9.09,0,0,27.27,9.09,0,0,0,9.09,18.18,9.09,9.09,0,0,0,0,0,0,0,0,9.09,0,0,0,0,0,0,9.09,0,9.09,0,9.09,0,9.09,0,0,9.09,0,9.09,0,9.09,0,9.09,18.18,9.09,9.09,0,0,9.09,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
