"WC","WPS","Sixltr","Dic","function.","pronoun","ppron","i","we","you","shehe","they","ipron","article","prep","auxverb","adverb","conj","negate","verb","adj","compare","interrog","number","quant","affect","posemo","negemo","anx","anger","sad","social","family","friend","female","male","cogproc","insight","cause","discrep","tentat","certain","differ","percept","see","hear","feel","bio","body","health","sexual","ingest","drives","affiliation","achieve","power","reward","risk","focuspast","focuspresent","focusfuture","relativ","motion","space","time","work","leisure","home","money","relig","death","informal","swear","netspeak","assent","nonflu","filler","AllPunc","Period","Comma","Colon","SemiC","QMark","Exclam","Dash","Quote","Apostro","Parenth","OtherP"
16,16,50,12.5,6.25,0,0,0,0,0,0,0,0,0,6.25,0,0,0,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,0,0,6.25,0,0,0,0,0,6.25,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,8,37.5,37.5,25,0,0,0,0,0,0,0,0,12.5,12.5,0,0,12.5,0,12.5,12.5,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,12.5,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,12.5,0,12.5,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,13,61.54,30.77,15.38,0,0,0,0,0,0,0,0,15.38,0,0,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,7.69,0,7.69,7.69,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,19,42.11,36.84,21.05,0,0,0,0,0,0,0,0,10.53,5.26,0,10.53,0,5.26,5.26,0,0,0,0,0,0,0,0,0,0,0,5.26,5.26,0,0,5.26,5.26,0,0,0,0,5.26,0,0,0,0,0,5.26,0,0,0,5.26,0,0,0,0,0,0,5.26,5.26,0,10.53,0,5.26,5.26,0,0,0,0,0,0,5.26,0,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,0
11,11,72.73,45.45,9.09,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,9.09,9.09,0,0,0,0,9.09,0,9.09,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.27,0,0,18.18,9.09,0,0,9.09,9.09,9.09,0,0,9.09,0,0,0,18.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,12,58.33,41.67,33.33,8.33,0,0,0,0,0,0,8.33,0,8.33,0,25,0,8.33,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,16.67,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,0,16.67,8.33,0,8.33,0,0,0,0,0,0,8.33,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,14,21.43,57.14,14.29,0,0,0,0,0,0,0,0,7.14,7.14,0,7.14,0,0,14.29,0,0,0,14.29,0,7.14,0,7.14,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14,7.14,0,0,0,0,0,0,0,0,0,14.29,14.29,0,14.29,14.29,0,0,0,0,0,0,0,0,14.29,7.14,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0
9,9,55.56,44.44,22.22,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,33.33,0,0,33.33,0,0,0,0,0,0,11.11,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0
10,10,60,50,40,10,0,0,0,0,0,0,10,0,10,0,20,0,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,10,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,20,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,16,25,43.75,18.75,0,0,0,0,0,0,0,0,6.25,6.25,0,6.25,0,0,18.75,0,0,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,25,6.25,6.25,0,0,0,6.25,0,0,0,0,6.25,0,6.25,0,0,0,0,0,0,0,0,12.5,12.5,0,6.25,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,14,57.14,64.29,14.29,0,0,0,0,0,0,0,0,0,7.14,0,0,14.29,0,7.14,21.43,7.14,0,0,0,14.29,7.14,7.14,7.14,7.14,0,7.14,0,0,0,0,14.29,0,0,7.14,14.29,0,0,0,0,0,0,7.14,7.14,0,0,0,0,0,0,0,0,0,0,7.14,0,7.14,7.14,0,0,0,7.14,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,13,69.23,53.85,7.69,0,0,0,0,0,0,0,0,0,7.69,0,7.69,0,0,7.69,15.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,7.69,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,0,7.69,0,0,0,7.69,0,7.69,0,7.69,0,0,15.38,0,15.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,12,50,33.33,16.67,8.33,8.33,0,8.33,0,0,0,0,0,0,8.33,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,8.33,0,0,0,0,8.33,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,8.33,0,0,0,0,8.33,16.67,0,0,0,0,0,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,11,36.36,54.55,27.27,18.18,18.18,0,0,18.18,0,0,0,0,9.09,0,0,9.09,0,9.09,18.18,18.18,0,0,0,0,0,0,0,0,0,18.18,0,0,0,0,9.09,0,0,9.09,9.09,0,0,0,0,0,0,9.09,0,0,0,9.09,0,0,0,0,0,0,9.09,9.09,0,18.18,0,0,18.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,7,42.86,57.14,28.57,14.29,0,0,0,0,0,0,14.29,0,14.29,0,14.29,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,14.29,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,28.57,0,0,14.29,14.29,0,0,14.29,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,5,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,23,47.83,47.83,21.74,4.35,0,0,0,0,0,0,4.35,0,4.35,4.35,4.35,4.35,0,21.74,4.35,0,0,0,4.35,0,0,0,0,0,0,4.35,0,0,0,0,21.74,8.7,4.35,0,0,8.7,0,0,0,0,0,0,0,0,0,0,8.7,0,0,4.35,0,4.35,8.7,8.7,0,13.04,4.35,4.35,4.35,0,0,0,0,0,0,13.04,0,4.35,8.7,0,8.7,0,0,0,0,0,0,0,0,0,0,0,0
25,25,48,44,12,0,0,0,0,0,0,0,0,4,4,0,0,4,0,4,0,0,0,4,0,4,4,0,0,0,0,0,0,0,0,0,12,4,0,0,4,0,4,0,0,0,0,12,4,12,0,4,0,0,0,0,0,0,4,4,0,4,0,0,4,0,0,0,0,0,0,4,0,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0
26,26,42.31,69.23,34.62,11.54,3.85,0,3.85,0,0,0,7.69,0,15.38,3.85,15.38,0,0,23.08,7.69,3.85,0,0,3.85,3.85,0,3.85,0,3.85,0,19.23,0,0,0,0,15.38,0,0,3.85,0,7.69,3.85,3.85,0,3.85,0,3.85,0,0,0,3.85,11.54,7.69,3.85,0,0,3.85,7.69,19.23,0,15.38,3.85,7.69,3.85,0,0,0,0,0,0,3.85,0,0,0,0,3.85,0,0,0,0,0,0,0,0,0,0,0,0
18,18,38.89,66.67,22.22,0,0,0,0,0,0,0,0,5.56,0,5.56,11.11,0,0,16.67,11.11,0,0,0,5.56,5.56,5.56,0,0,0,0,0,0,0,0,0,16.67,0,0,0,5.56,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,16.67,0,11.11,5.56,11.11,0,5.56,5.56,0,0,11.11,0,0,5.56,0,5.56,0,0,0,0,0,0,0,0,0,0,0,0
16,16,43.75,62.5,25,0,0,0,0,0,0,0,0,12.5,0,6.25,6.25,0,0,6.25,12.5,0,0,0,6.25,6.25,6.25,0,0,0,0,0,0,0,0,0,18.75,12.5,0,0,6.25,0,6.25,0,0,0,0,0,0,0,0,0,6.25,0,0,0,6.25,0,6.25,6.25,6.25,18.75,0,6.25,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,24,54.17,58.33,20.83,4.17,4.17,0,0,4.17,0,0,0,8.33,0,4.17,4.17,0,0,12.5,8.33,0,0,0,0,0,0,0,0,0,0,8.33,0,0,0,0,25,12.5,8.33,0,0,4.17,0,0,0,0,0,0,0,0,0,0,4.17,0,0,4.17,0,0,4.17,8.33,4.17,8.33,0,0,8.33,4.17,0,0,0,0,0,4.17,0,4.17,0,4.17,4.17,0,0,0,0,0,0,0,0,0,0,0,0
5,5,80,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,10,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,10,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,20,20,0,0,0,10,0,10,0,10,0,0,0,0,0,0,10,0,0,0,0,10,10,10,0,10,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,9,44.44,66.67,33.33,11.11,0,0,0,0,0,0,11.11,11.11,11.11,0,0,11.11,11.11,0,22.22,11.11,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,22.22,0,0,11.11,11.11,11.11,0,11.11,0,0,11.11,22.22,11.11,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,18,44.44,50,11.11,0,0,0,0,0,0,0,0,5.56,5.56,0,5.56,0,0,5.56,0,0,0,0,0,11.11,0,11.11,5.56,5.56,0,5.56,0,0,0,0,22.22,5.56,5.56,5.56,0,0,5.56,0,0,0,0,5.56,0,5.56,0,0,0,0,0,0,0,0,5.56,0,5.56,0,0,0,0,5.56,0,0,0,0,5.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,8,62.5,50,12.5,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,37.5,12.5,0,0,0,0,12.5,0,12.5,0,0,0,25,0,0,0,0,12.5,12.5,0,0,0,0,0,0,0,0,0,12.5,0,0,0,12.5,12.5,0,0,12.5,0,0,0,25,0,0,0,0,0,0,12.5,0,0,0,0,12.5,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,4,25,75,25,25,0,0,0,0,0,0,0,0,0,0,25,0,0,25,0,0,0,0,0,25,25,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,0,25,0,0,25,25,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,18,44.44,44.44,33.33,11.11,11.11,0,11.11,0,0,0,0,5.56,11.11,0,5.56,11.11,0,0,27.78,11.11,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,16.67,0,0,11.11,16.67,0,0,5.56,0,0,5.56,0,0,0,0,0,11.11,11.11,0,0,0,0,0,0,0,5.56,0,0,5.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,22,54.55,40.91,13.64,0,0,0,0,0,0,0,0,0,9.09,4.55,4.55,0,0,18.18,4.55,4.55,0,0,0,4.55,0,4.55,0,0,0,0,0,0,0,0,9.09,0,4.55,4.55,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,4.55,0,4.55,9.09,18.18,0,9.09,4.55,4.55,0,0,4.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,16,62.5,50,6.25,0,0,0,0,0,0,0,0,6.25,0,0,0,0,0,18.75,0,0,0,12.5,6.25,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,18.75,6.25,12.5,0,0,0,0,0,0,0,0,0,0,0,0,12.5,12.5,0,6.25,0,0,6.25,0,0,0,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,9,11.11,22.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,11.11,11.11,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,17,29.41,64.71,17.65,0,0,0,0,0,0,0,0,0,11.76,0,11.76,5.88,0,29.41,17.65,5.88,0,0,0,11.76,5.88,5.88,5.88,0,0,5.88,0,0,0,0,5.88,0,0,5.88,5.88,0,0,0,0,0,0,11.76,5.88,11.76,0,0,5.88,0,5.88,0,5.88,0,11.76,17.65,0,29.41,11.76,5.88,11.76,0,0,0,0,0,0,5.88,0,0,0,0,5.88,0,0,0,0,0,0,0,0,0,0,0,0
19,19,42.11,47.37,21.05,0,0,0,0,0,0,0,0,10.53,10.53,0,0,5.26,0,5.26,15.79,5.26,0,0,0,5.26,0,5.26,0,5.26,0,0,0,0,0,0,5.26,0,0,5.26,5.26,0,0,0,0,0,0,0,0,0,0,0,10.53,0,5.26,0,0,5.26,5.26,0,5.26,15.79,5.26,0,10.53,10.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,31,22.58,32.26,19.35,6.45,6.45,0,0,3.23,0,0,3.23,6.45,6.45,0,0,3.23,0,6.45,0,3.23,0,0,0,3.23,3.23,0,0,0,0,3.23,0,0,0,0,3.23,3.23,0,0,0,0,0,3.23,3.23,0,0,0,0,0,0,0,0,0,0,0,0,0,6.45,0,0,0,0,0,0,3.23,0,0,0,0,3.23,3.23,0,0,0,0,3.23,0,0,0,0,0,0,0,0,0,0,0,0
21,21,61.9,66.67,42.86,14.29,9.52,9.52,0,0,0,0,0,0,4.76,14.29,14.29,0,0,28.57,19.05,0,0,0,0,9.52,9.52,0,0,0,0,4.76,0,0,0,0,28.57,4.76,9.52,4.76,0,9.52,4.76,4.76,4.76,0,0,0,0,0,0,0,14.29,4.76,4.76,0,0,4.76,4.76,19.05,9.52,9.52,4.76,0,4.76,0,0,0,0,0,0,9.52,0,0,0,0,4.76,0,0,0,0,0,0,0,0,0,0,0,0
13,13,61.54,30.77,7.69,0,0,0,0,0,0,0,0,0,7.69,0,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,0,0,0,0,7.69,0,0,0,0,7.69,0,7.69,0,0,15.38,0,0,7.69,0,7.69,0,7.69,0,7.69,0,7.69,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,18,50,55.56,27.78,11.11,5.56,0,5.56,0,0,0,5.56,11.11,5.56,0,0,0,0,0,11.11,5.56,0,5.56,5.56,16.67,0,16.67,0,0,0,5.56,0,0,0,0,11.11,0,0,11.11,0,0,0,5.56,5.56,0,0,0,0,0,0,0,22.22,5.56,0,5.56,0,11.11,0,0,0,16.67,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,5,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,16,25,43.75,37.5,6.25,0,0,0,0,0,0,6.25,12.5,12.5,0,6.25,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,0,0,0,0,12.5,0,0,0,6.25,0,6.25,6.25,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,0,0,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0
22,22,45.45,59.09,18.18,4.55,4.55,0,0,4.55,0,0,0,0,9.09,0,4.55,4.55,0,13.64,27.27,4.55,0,4.55,0,0,0,0,0,0,0,4.55,0,0,0,0,13.64,9.09,0,4.55,4.55,0,0,13.64,4.55,0,9.09,0,0,0,0,0,0,0,0,0,0,0,9.09,9.09,0,13.64,0,9.09,4.55,4.55,4.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,24,33.33,58.33,16.67,8.33,8.33,0,0,4.17,0,0,0,0,4.17,4.17,0,4.17,0,12.5,8.33,4.17,0,0,0,33.33,0,33.33,33.33,0,0,4.17,0,0,0,0,8.33,4.17,0,4.17,4.17,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,4.17,0,29.17,8.33,8.33,0,4.17,4.17,4.17,0,4.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,17,58.82,41.18,5.88,0,0,0,0,0,0,0,0,0,0,0,5.88,0,0,11.76,0,0,0,0,5.88,0,0,0,0,0,0,0,0,0,0,0,11.76,5.88,0,0,0,5.88,0,5.88,5.88,0,0,11.76,0,11.76,0,0,5.88,0,0,5.88,0,0,11.76,5.88,0,5.88,5.88,0,0,11.76,0,0,0,0,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,11,54.55,54.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.36,9.09,0,0,0,0,0,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,9.09,0,9.09,0,0,0,0,0,0,9.09,0,0,0,0,9.09,9.09,27.27,0,45.45,18.18,18.18,18.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,20,50,45,15,0,0,0,0,0,0,0,0,10,0,0,5,0,0,10,5,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,15,0,15,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,25,28,56,36,16,8,0,0,4,0,0,12,8,4,0,4,4,4,12,12,8,0,4,12,4,4,0,0,0,0,8,0,0,0,0,8,0,0,4,4,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,12,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,25,44,40,28,0,0,0,0,0,0,0,0,12,8,4,4,4,0,12,8,4,0,0,0,4,4,0,0,0,0,0,0,0,0,0,20,8,4,4,4,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,8,4,0,4,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
19,19,36.84,52.63,21.05,15.79,15.79,0,0,15.79,0,0,0,5.26,0,0,0,0,0,5.26,5.26,0,0,0,0,0,0,0,0,0,0,21.05,0,5.26,0,0,5.26,5.26,0,0,0,0,0,0,0,0,0,5.26,0,0,0,5.26,5.26,5.26,0,0,0,0,0,5.26,0,15.79,0,15.79,0,0,0,15.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,11,45.45,54.55,18.18,9.09,0,0,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,9.09,0,9.09,0,9.09,9.09,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,9.09,0,9.09,0,0,0,0,0,0,0,0,0,0,0,36.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,21,42.86,52.38,19.05,9.52,9.52,0,4.76,4.76,0,0,0,0,4.76,4.76,4.76,0,0,28.57,0,0,0,0,0,14.29,14.29,0,0,0,0,23.81,0,0,0,0,14.29,9.52,0,4.76,0,0,0,0,0,0,0,0,0,0,0,0,19.05,14.29,4.76,9.52,4.76,0,9.52,14.29,0,0,0,0,0,4.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,12,83.33,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,8.33,0,0,0,0,16.67,0,16.67,0,0,0,8.33,0,0,0,0,8.33,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,16.67,8.33,0,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,15,26.67,20,20,0,0,0,0,0,0,0,0,6.67,6.67,0,6.67,6.67,0,0,6.67,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67,0,0,6.67,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67,0,0,0,0,6.67,0,0,0,0,0,0,0,0,0,0,0,0
10,10,20,50,40,20,20,0,0,20,0,0,0,10,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
21,21,57.14,38.1,14.29,4.76,0,0,0,0,0,0,4.76,4.76,4.76,0,4.76,4.76,0,4.76,4.76,4.76,0,0,0,9.52,0,9.52,4.76,0,0,4.76,0,4.76,0,0,14.29,0,0,9.52,9.52,0,0,4.76,0,4.76,0,0,0,0,0,0,19.05,4.76,0,4.76,0,9.52,0,4.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,26,38.46,34.62,11.54,0,0,0,0,0,0,0,0,3.85,3.85,0,7.69,0,3.85,15.38,0,0,0,0,0,0,0,0,0,0,0,11.54,0,0,0,0,3.85,0,0,0,0,3.85,0,3.85,0,3.85,0,3.85,3.85,0,0,0,7.69,0,0,3.85,3.85,0,0,15.38,0,7.69,0,3.85,3.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,8,25,50,12.5,12.5,0,0,0,0,0,0,12.5,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,12.5,0,0,0,0,12.5,0,12.5,0,0,12.5,12.5,12.5,0,0,0,12.5,0,0,0,12.5,0,12.5,25,0,12.5,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,9,33.33,44.44,11.11,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,11.11,0,11.11,0,11.11,0,0,0,0,0,0,0,22.22,0,11.11,11.11,0,22.22,0,0,0,0,0,0,0,0,0,0,0,0
10,10,50,40,20,0,0,0,0,0,0,0,0,10,0,10,0,0,0,10,20,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,10,10,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,10,0,0,0,0,10,10,0,0,0,0,10,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,22,59.09,27.27,4.55,0,0,0,0,0,0,0,0,4.55,0,0,0,0,0,0,0,0,0,9.09,0,4.55,4.55,0,0,0,0,0,0,0,0,0,4.55,0,4.55,0,0,0,0,0,0,0,0,0,0,0,0,0,4.55,0,0,4.55,0,0,0,0,0,9.09,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,6,66.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,10,60,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,22,36.36,40.91,18.18,4.55,0,0,0,0,0,0,0,0,13.64,0,0,0,0,4.55,4.55,0,0,0,0,0,0,0,0,0,0,9.09,0,0,0,0,4.55,0,0,0,0,0,4.55,0,0,0,0,9.09,0,9.09,0,0,4.55,4.55,4.55,0,0,0,4.55,0,0,4.55,0,0,4.55,9.09,4.55,0,0,0,0,4.55,0,0,0,0,4.55,0,0,0,0,0,0,0,0,0,0,0,0
16,16,43.75,87.5,43.75,18.75,0,0,0,0,0,0,12.5,6.25,6.25,0,12.5,0,0,25,31.25,0,0,6.25,12.5,0,0,0,0,0,0,6.25,0,0,0,0,43.75,12.5,0,0,6.25,12.5,6.25,0,0,0,0,6.25,0,6.25,0,0,0,0,0,0,0,0,6.25,25,6.25,31.25,6.25,12.5,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
